숙소명,시군구명,질문1,질문2,질문3,질문4,질문5
메아리펜션,평창군,평창강 근처에서 산책을 즐길 수 있는 경치 좋은 숙소가 있을까요?,가족들과 함께 넓은 공간에서 쉴 수 있는 숙소가 평창강 근처에 있나요?,물놀이를 좋아하는 손주들과 함께할 수 있는 강가 숙소를 추천해 주세요,고기잡이를 좋아하시는 아버지를 위해 평창강에서 낚시가 가능한 숙소가 있나요?,"저희가 바비큐 파티를 계획 중인데, 넓은 앞마당이 있는 평창강 인근 숙소를 알고 싶어요"
둥지민박,평창군,"부모님께서 계곡을 산책하고 싶어 하시는데, 숙소에서 계곡까지 접근이 쉬운지 알 수 있을까요?","월정사와 전나무숲을 방문할 계획인데, 이곳들이 숙소에서 얼마나 떨어져 있는지 궁금합니다","교통편이 불편할 것 같은데, 대중교통으로 월정사까지 이동할 수 있는 방법이 있을까요?",자연경관을 즐기시려는 부모님을 위해 숙소 근처에 경사가 완만한 산책로가 있는지 궁금합니다,"단체여행을 계획 중인데, 숙소 주변의 주차 공간은 얼마나 넉넉한가요?"
옹기종기펜션,평창군,평창읍에 있는 숙소 주변으로 산책하기 좋은 공원이나 산책로가 있나요?,"대중교통을 이용할 예정인데, 평창역에서 접근하기 편리한 숙소가 어디인가요?","부모님과 함께 조용한 자연을 즐기고 싶은데, 평창에서 강이나 호수 근처에 위치한 숙소가 있을까요?",주변 경관을 감상할 수 있는 전망대가 가까운 숙소를 추천해 줄 수 있나요?,가족이 함께 즐길 수 있는 지역 축제나 문화행사가 열리는 곳 근처에 숙소가 있나요?
평창필그림펜션,평창군,부모님과 함께 허브농원을 방문하고 싶어요. 농원과 가까운 숙소가 있을까요?,"겨울철에 스키를 즐기려고 하는데, 휘닉스 파크와 가까운 숙소를 추천해줄 수 있나요?",이효석 생가를 방문하고 싶습니다. 생가 근처에 편안한 숙소가 있을까요?,"송어잡이를 체험해보고 싶은데, 그런 체험을 제공하는 곳과 가까운 숙소가 있나요?",고령자도 쉽게 접근할 수 있는 계곡이 있는 곳에서 숙박하고 싶습니다. 그런 곳이 있을까요?
평창강힐링하우스,평창군,"부모님께서 평창강을 따라 산책을 즐기고 싶어 하시는데, 근처에 평창강 산책로와 가까운 숙소가 있을까요?",스포츠 활동을 좋아하시는 어르신을 위해 숙소 근처에 테니스 코트나 배드민턴장이 있는 곳이 있나요?,"가족과 함께 바비큐를 즐길 수 있는 곳을 찾고 있는데, 숙소에 바비큐 시설이 잘 마련되어 있나요?","부모님이 저녁에 노래방에서 노래를 부르고 싶어 하시는데, 숙소에 노래방 시설이 있는지 궁금합니다","캠프파이어를 가족과 함께 즐기고 싶은데, 평창 지역에서 캠프파이어가 가능한 숙소가 있나요?"
평창 다온숲 펜션,평창군,평창역 근처에 있는 펜션 중에서 고령자나 장애인도 쉽게 접근할 수 있는 곳이 있을까요?,농촌 체험을 즐길 수 있는 펜션 주변에 평지가 많아서 산책하기 좋은 곳이 있을까요?,평창역에서 펜션까지 이동할 때 대중교통이 편리한 숙소를 추천해주실 수 있나요?,풍경이 좋은 곳에 위치한 펜션 중에서 휠체어로도 접근 가능한 전망대가 있는 곳이 있나요?,"부모님이 자연을 좋아하셔서, 평창에서 경치 좋은 곳을 쉽게 둘러볼 수 있는 숙소가 있을까요?"
평창힐링스테이,평창군,"평창의 깊은 산속에 위치해 있다고 하는데, 근처에 병원이나 약국이 있는지 궁금합니다",맑은 공기를 마시며 산책할 수 있는 자연 산책로가 근처에 있나요?,"대중교통을 이용할 계획인데, 가장 가까운 버스 정류장이나 기차역이 어디에 있는지 알 수 있을까요?","별을 보며 휴식을 취할 수 있다고 하니, 근처에 야경을 감상하기 좋은 장소가 있나요?",고령자분들을 위한 마트나 편의점 같은 생활편의시설이 가까운지 알고 싶습니다
리버사이드,평창군,"이효석문학관을 방문할 예정인데, 가까운 숙소에서 머무를 수 있을까요?","허브나라에서 다양한 허브 체험을 즐기고 싶은데, 도보로 이동 가능한 숙소가 있나요?",평창 지역을 둘러보는데 시간이 걸릴 것 같아요. 장기 투숙이 가능한 숙소를 추천해주세요,"평창 관광을 계획 중인데, 대중교통 접근성이 좋은 숙소가 있나요?","고령의 부모님과 함께 여행하는데, 주변에 병원이나 의료 시설이 가까운 숙소가 있을까요?"
숲속하얀뜰,평창군,"부모님과 함께 스키를 즐기고 싶은데, 휘닉스평창 스키장과 가까운 숙소가 있나요?","가족들과 물놀이를 하고 싶어서, 블루캐니언이나 실내물놀이시설과 가까운 숙소를 찾고 있어요","어머니가 자연을 좋아하셔서, 층정계곡이나 대관령양떼목장 근처에 있는 숙소가 있을까요?","할아버지와 이효석문학관을 방문하고 싶은데, 그와 가까운 숙소를 추천받고 싶어요","허브나라를 방문하고 싶어, 그와 가까운 숙소가 있는지 알고 싶어요"
대관령옛길펜션-바이올렛,평창군,부모님이 편안하게 쉴 수 있는 숲속 산책로가 있는 숙소를 찾고 있어요. 전나무숲 근처에 위치한 곳이 있을까요?,"대관령 지역 특산물을 체험해보고 싶은데, 전통시장이 가까운 숙소가 있을까요?",고령자도 쉽게 접근할 수 있는 관광지가 주변에 많은 숙소를 추천해 주세요,"대중교통을 이용해야 해서, 용평리조트와 쉽게 연결되는 숙소가 있나요?","자연경관을 즐기고 싶은데, 대관령 옛길과 가까운 숙소가 있으면 좋겠어요. 어디가 좋을까요?"
대관령옛길펜션-화이트,평창군,"부모님께서 숲속 산책을 즐기시는데, 전나무숲과 가까운 숙소가 있을까요?","대중교통을 이용할 예정인데, 용평리조트와 접근성이 좋은 숙소가 있나요?",자연경관을 감상할 수 있는 곳을 찾고 있어요. 대관령 근처에 아름다운 전망을 제공하는 숙소가 있을까요?,지역 주민들과 소통하며 여행을 즐기고 싶어요. 대관령 지역의 전통과 문화를 쉽게 경험할 수 있는 숙소를 추천해줄 수 있나요?,"부모님께서 휴식을 중요시하시는데, 조용하고 한적한 환경을 제공하는 숙소가 있나요?"
에브라임,평창군,"부모님께서 자연을 좋아하셔서, 계곡과 가까운 숙소가 있나요?","할머니께서 조용히 쉴 수 있는 곳을 원하시는데, 평창 근처에 조용한 숙소가 있을까요?","관광지를 둘러보기에 편리한 곳을 찾고 있는데, 대관령 하늘목장과 가까운 숙소가 있나요?","허브나라농원을 방문하고 싶은데, 그 근처에 숙소가 있는지 궁금합니다","여름에 손자들이 함께 수영할 수 있는 수영장이 있는 펜션을 찾고 있어요, 추천해 줄 수 있나요?"
해맑은마을,평창군,"숙소 앞에 계곡이 있다고 하셨는데, 물놀이를 안전하게 즐길 수 있는 곳인지 궁금합니다","주변에 관광명소가 많다고 들었는데, 도보로 이동 가능한 가까운 명소가 어떤 곳들이 있는지 알려주세요","부모님께서 자연 경관을 좋아하셔서, 숙소 근처에 산책로나 자연을 즐길 수 있는 장소가 있는지 알고 싶습니다","대중교통을 이용할 예정인데, 숙소에서 가장 가까운 버스 정류장이나 기차역은 어디인가요?",근처에 전통 시장이나 로컬 음식점을 경험할 수 있는 곳이 있으면 추천해주실 수 있나요?
산마을풍경,평창군,흥정산마을 근처에 산책하기 좋은 공원이 있을까요?,"대중교통을 이용해야 하는데, 흥정산마을로 가는 버스나 기차 노선이 어떻게 되나요?",근처에 전통 시장이나 로컬 식당이 있어서 부모님과 함께 지역 음식을 맛볼 수 있을까요?,흥정산마을 주변에 의료 시설이 잘 갖추어져 있는지 궁금합니다. 혹시 병원이나 약국이 가까운가요?,자연 경관을 즐기기 위해 흥정산마을 근처에서 사진 찍기 좋은 장소가 있을까요?
산들맘 펜션,평창군,고양이를 데리고 산책할 수 있는 산책로가 숙소 주변에 잘 마련되어 있나요?,"계곡 근처에 위치한 숙소로, 접근이 용이한 곳이 있나요?",수상레저를 즐기려면 숙소에서 얼마나 이동해야 하나요?,겨울에 스키를 즐기기 좋은 스키장이 가까운 숙소가 있을까요?,"별을 보며 불멍을 즐기고 싶은데, 빛 공해가 적은 지역에 있는 숙소가 어디인가요?"
별 따러 가자,평창군,"휘닉스파크 리조트와 가까운 숙소를 찾고 있는데, 리조트에서 셔틀 서비스를 제공하는 곳이 있을까요?",자연 경관을 즐기실 수 있는 계곡 근처에 위치한 숙소가 있을까요?,흥정계곡 주변에서 조용히 산책할 수 있는 곳이 있는 숙소가 있을까요?,"야외 수영장이 있는 숙소를 찾고 있는데, 수영장까지의 거리가 가까운 곳이 있을까요?",가족과 함께 물놀이를 즐기기에 적합한 숙소를 추천해줄 수 있나요?
리프레쉬 펜션&캠핑장,평창군,"근처에 계곡이 있다고 들었는데, 계곡 접근이 쉬운 숙소가 있을까요?","밤에 별을 감상할 수 있는 곳이라던데, 주변에 인공 조명이 적은 숙소가 있나요?","야외 바비큐를 즐기고 싶은데, 근처에 식재료를 구입할 수 있는 마트가 있는 숙소가 있나요?","자연 속에서 산책을 즐기고 싶은데, 주변에 산책로가 잘 조성되어 있는 숙소가 있을까요?","도심에서 자연으로 이동할 때 대중교통을 이용할 예정인데, 버스 정류장이나 기차역과 가까운 숙소가 있을까요?"
시골밥상펜션,평창군,"부모님께서 자연을 좋아하시는데, 근처에 경치 좋은 산책로가 있는 숙소가 있나요?",물놀이를 즐기기 좋은 계곡이 가까운 숙소를 찾고 있어요. 추천해주실 곳이 있을까요?,부모님과 함께 맑은 공기를 마시며 쉴 수 있는 숙소가 산 근처에 있을까요?,"차가 없어서 대중교통을 이용해야 하는데, 계곡과 가까운 버스 정류장이 있는 숙소가 있을까요?",간단한 요리를 할 수 있는 주방 시설이 잘 갖춰진 숙소가 자연 경관이 아름다운 곳에 있을까요?
돌배나무세그루,평창군,"자연 속에서 조용히 휴식을 취하고 싶은데, 봉평 인근에 조용한 산책로가 있는 숙소가 있나요?","부모님과 함께 허브나라를 가보고 싶은데, 이곳에서 가까운 숙소가 있을까요?",예술을 좋아하시는 부모님을 위해 무이예술관과 가까운 숙소를 찾고 있어요. 추천해 주실 수 있나요?,"대중교통을 이용할 예정인데, 봉평 지역에서 접근이 쉬운 숙소가 있나요?","자연 경관을 즐기며 건강을 챙길 수 있는 황토펜션이 있는 곳을 찾고 있는데, 주변에 좋은 산책로가 있는지 궁금합니다"
더 휴,평창군,"자연을 가까이서 느낄 수 있는 곳을 찾고 있는데, 숙소 주변에 산책하기 좋은 산책로가 있나요?","부모님께서 조용한 환경을 선호하시는데, 숙소가 있는 곳이 소음이 적고 한적한가요?",물소리를 들으며 휴식을 취하고 싶어요. 숙소에서 가까운 흥정계곡까지 걸어서 이동할 수 있을까요?,주차가 편리한 곳을 선호합니다. 숙소에 넉넉한 주차 공간이 있는지 궁금해요,"자연 속에서 바베큐를 즐기고 싶은데, 숙소에서 바베큐를 할 수 있는 공간이 잘 마련되어 있나요?"
대박이하우스,평창군,"계곡에서 물놀이를 즐기고 싶은데, 숙소 근처에 계곡으로 쉽게 접근할 수 있는 곳이 있나요?","풍경을 감상할 수 있는 전망대가 주변에 있다고 하는데, 걸어서 갈 수 있는 거리인지 궁금합니다","가족과 함께 바비큐를 즐기고 싶은데, 숙소에서 바비큐 장비를 대여해주나요?","산책을 즐기기에 좋은 마당이 있다고 하는데, 휠체어로도 접근 가능한지 알고 싶어요","근처에 카페가 있어서 커피를 마실 수 있다고 하는데, 도보로 쉽게 갈 수 있는 거리인지 궁금합니다"
눈꽃새 펜션,평창군,"부모님이 자연을 좋아하셔서, 근처 흥정계곡 산책로에 접근하기 쉬운 숙소가 있나요?","고지대에 위치한 숙소라면, 겨울철에 도로 상황이 어떤지 알 수 있을까요?","야외 바비큐를 즐기고 싶은데, 숙소 주변에 장을 볼 수 있는 마트나 시장이 가까이 있나요?",휘닉스 파크에서 즐거운 시간을 보내고 싶어요. 이동이 편리한 숙소가 있을까요?,"사계절의 아름다운 풍경을 즐기기 위해, 전망 좋은 숙소를 추천해줄 수 있나요?"
기와집농박,평창군,"부모님이 전통 문화에 관심이 많으신데, 근처에 고택이나 전통 마을을 방문할 수 있는 숙소가 있나요?","저희 부모님이 농촌 체험을 하고 싶어 하시는데, 농사 체험이 가능한 숙소 근처에 다른 농촌 체험 장소도 있나요?",자연 경관을 즐기시면서 편하게 쉴 수 있는 곳을 찾고 있어요. 근처에 호수나 강이 있는 숙소가 있나요?,고령자분들이 이용하기에 적합한 자연 환경 체험을 제공하는 곳이 주변에 있는 숙소가 있을까요?,"부모님이 건강을 위해 매일 산책을 하셔야 해서, 숙소 주변에 잘 조성된 산책로가 있는 곳을 추천해 주세요"
